"state","county","pop","NA","NA","NA","NA"
21,107,21,107,52042,52042,0
21,109,21,109,12943,12943,0
21,111,21,111,824956,824956,0
21,113,21,113,47442,47442,0
21,115,21,115,22804,22804,0
21,117,21,117,176707,176707,0
21,119,21,119,14777,14777,0
21,121,21,121,29972,29972,0
21,123,21,123,15220,15220,0
21,125,21,125,57994,57994,0
21,127,21,127,15372,15372,0
21,129,21,129,6392,6392,0
21,131,21,131,11116,11116,0
21,133,21,133,23868,23868,0
21,135,21,135,14044,14044,0
21,137,21,137,26359,26359,0
21,139,21,139,10459,10459,0
21,141,21,141,29300,29300,0
21,143,21,143,7824,7824,0
21,145,21,145,73474,73474,0
21,147,21,147,14858,14858,0
21,149,21,149,10811,10811,0
21,151,21,151,79576,79576,0
21,153,21,153,11752,11752,0
21,155,21,155,20177,20177,0
21,157,21,157,35650,35650,0
21,159,21,159,10177,10177,0
21,161,21,161,18930,18930,0
21,163,21,163,30636,30636,0
21,165,21,165,6290,6290,0
21,167,21,167,24525,24525,0
21,169,21,169,10727,10727,0
21,171,21,171,12035,12035,0
21,173,21,173,27903,27903,0
21,175,21,175,12319,12319,0
21,177,21,177,34220,34220,0
21,179,21,179,50637,50637,0
21,181,21,181,7919,7919,0
21,183,21,183,25637,25637,0
21,185,21,185,61759,61759,0
21,187,21,187,10920,10920,0
21,189,21,189,3781,3781,0
21,191,21,191,15634,15634,0
21,193,21,193,29639,29639,0
21,195,21,195,60549,60549,0
21,197,21,197,13697,13697,0
21,199,21,199,64791,64791,0
21,201,21,201,2089,2089,0
21,203,21,203,16908,16908,0
21,205,21,205,20230,20230,0
21,207,21,207,17847,17847,0
21,209,21,209,48134,48134,0
21,211,21,211,43637,43637,0
21,213,21,213,19156,19156,0
21,215,21,215,18187,18187,0
21,217,21,217,24886,24886,0
21,219,21,219,12928,12928,0
21,221,21,221,15014,15014,0
21,223,21,223,9826,9826,0
21,225,21,225,16535,16535,0
21,227,21,227,111018,111018,0
21,229,21,229,12674,12674,0
21,231,21,231,20000,20000,0
21,233,21,233,14991,14991,0
21,235,21,235,36095,36095,0
21,237,21,237,6848,6848,0
21,239,21,239,27829,27829,0
22,1,22,1,64711,64711,0
22,3,22,3,23145,23145,0
22,5,22,5,109214,109214,0
22,7,22,7,25792,25792,0
22,9,22,9,44158,44158,0
22,11,22,11,34231,34231,0
22,13,22,13,14963,14963,0
22,15,22,15,117473,117473,0
22,17,22,17,271817,271817,0
22,19,22,19,202003,202003,0
22,21,22,21,10165,10165,0
22,23,22,23,7508,7508,0
22,25,22,25,10637,10637,0
22,27,22,27,15396,15396,0
22,29,22,29,20040,20040,0
22,31,22,31,29366,29366,0
22,33,22,33,444133,444133,0
22,35,22,35,7478,7478,0
22,37,22,37,20831,20831,0
22,39,22,39,34969,34969,0
22,41,22,41,21280,21280,0
22,43,22,43,20007,20007,0
22,45,22,45,83334,83334,0
22,47,22,47,33827,33827,0
22,49,22,49,16451,16451,0
22,51,22,51,441066,441066,0
22,53,22,53,33219,33219,0
22,55,22,55,221609,221609,0
22,57,22,57,100908,100908,0
22,59,22,59,14207,14207,0
22,61,22,61,38798,38798,0
22,63,22,63,125160,125160,0
22,65,22,65,11878,11878,0
22,67,22,67,31189,31189,0
22,69,22,69,37970,37970,0
22,71,22,71,217222,217222,0
22,73,22,73,160014,160014,0
22,75,22,75,22208,22208,0
22,77,22,77,24144,24144,0
22,79,22,79,142992,142992,0
22,81,22,81,9530,9530,0
22,83,22,83,21190,21190,0
22,85,22,85,24247,24247,0
22,87,22,87,20160,20160,0
22,89,22,89,58776,58776,0
22,91,22,91,14200,14200,0
22,93,22,93,27014,27014,0
22,95,22,95,52477,52477,0
22,97,22,97,92561,92561,0
22,99,22,99,56534,56534,0
22,101,22,101,61803,61803,0
22,103,22,103,227520,227520,0
22,105,22,105,113477,113477,0
22,107,22,107,5407,5407,0
22,109,22,109,125192,125192,0
22,111,22,111,23185,23185,0
22,113,22,113,61826,61826,0
22,115,22,115,46710,46710,0
22,117,22,117,43867,43867,0
22,119,22,119,43155,43155,0
22,121,22,121,25840,25840,0
22,123,22,123,11898,11898,0
22,125,22,125,10860,10860,0
22,127,22,127,14261,14261,0
23,1,23,1,121306,121306,0
23,3,23,3,84150,84150,0
23,5,23,5,323708,323708,0
23,7,23,7,32589,32589,0
23,9,23,9,61704,61704,0
23,11,23,11,140981,140981,0
23,13,23,13,45171,45171,0
23,15,23,15,41262,41262,0
23,17,23,17,63494,63494,0
23,19,23,19,167146,167146,0
23,21,23,21,18861,18861,0
23,23,23,23,42007,42007,0
23,25,23,25,55720,55720,0
23,27,23,27,42988,42988,0
23,29,23,29,36562,36562,0
23,31,23,31,234532,234532,0
24,1,24,1,76612,76612,0
24,3,24,3,598553,598553,0
24,5,24,5,918783,918783,0
24,9,24,9,104521,104521,0
24,11,24,11,36640,36640,0
24,13,24,13,204304,204304,0
24,15,24,15,112428,112428,0
24,17,24,17,166859,166859,0
24,19,24,19,37114,37114,0
24,21,24,21,271922,271922,0
24,23,24,23,34468,34468,0
24,25,24,25,294138,294138,0
24,27,24,27,311913,311913,0
24,29,24,29,21715,21715,0
24,31,24,31,1063260,1063260,0
24,33,24,33,950947,950947,0
24,35,24,35,52847,52847,0
24,37,24,37,116269,116269,0
24,39,24,39,22375,22375,0
24,41,24,41,41569,41569,0
24,43,24,43,168388,168388,0
24,45,24,45,102669,102669,0
24,47,24,47,59837,59837,0
24,510,24,510,585923,585923,0
25,1,25,1,267783,267783,0
25,3,25,3,152653,152653,0
25,5,25,5,637689,637689,0
25,7,25,7,19334,19334,0
25,9,25,9,850233,850233,0
25,11,25,11,83643,83643,0
25,13,25,13,529260,529260,0
25,15,25,15,162934,162934,0
25,17,25,17,1676140,1676140,0
25,19,25,19,12086,12086,0
25,21,25,21,754066,754066,0
25,23,25,23,579733,579733,0
25,25,25,25,679313,679313,0
25,27,25,27,929016,929016,0
26,1,26,1,12981,12981,0
26,3,26,3,10714,10714,0
26,5,26,5,136022,136022,0
26,7,26,7,36816,36816,0
26,9,26,9,28267,28267,0
26,11,26,11,19370,19370,0
26,13,26,13,9294,9294,0
26,15,26,15,72613,72613,0
26,17,26,17,136717,136717,0
26,19,26,19,21189,21189,0
26,21,26,21,184028,184028,0
26,23,26,23,51211,51211,0
26,25,26,25,151305,151305,0
26,27,26,27,60222,60222,0
26,29,26,29,31992,31992,0
26,31,26,31,31886,31886,0
26,33,26,33,39268,39268,0
26,35,26,35,34189,34189,0
26,37,26,37,87311,87311,0
26,39,26,39,15750,15750,0
26,41,26,41,46883,46883,0
26,43,26,43,33056,33056,0
26,45,26,45,129248,129248,0
26,47,26,47,39233,39233,0
26,49,26,49,509084,509084,0
26,51,26,51,30168,30168,0
26,53,26,53,17523,17523,0
26,55,26,55,103175,103175,0
26,57,26,57,45536,45536,0
26,59,26,59,54190,54190,0
26,61,26,61,37214,37214,0
26,63,26,63,43569,43569,0
26,65,26,65,287934,287934,0
26,67,26,67,71114,71114,0
26,69,26,69,31069,31069,0
26,71,26,71,14288,14288,0
26,73,26,73,61572,61572,0
26,75,26,75,182858,182858,0
26,77,26,77,274102,274102,0
26,79,26,79,19412,19412,0
26,81,26,81,713200,713200,0
26,83,26,83,2433,2433,0
26,85,26,85,11327,11327,0
26,87,26,87,109546,109546,0
26,89,26,89,26000,26000,0
26,91,26,91,119968,119968,0
26,93,26,93,220042,220042,0
26,95,26,95,6710,6710,0
26,97,26,97,13832,13832,0
26,99,26,99,1034634,1034634,0
26,101,26,101,28825,28825,0
26,103,26,103,73754,73754,0
26,105,26,105,34457,34457,0
26,107,26,107,41386,41386,0
26,109,26,109,29195,29195,0
26,111,26,111,100801,100801,0
26,113,26,113,17099,17099,0
26,115,26,115,188383,188383,0
26,117,26,117,71552,71552,0
26,119,26,119,11299,11299,0
26,121,26,121,199860,199860,0
26,123,26,123,57432,57432,0
26,125,26,125,1415679,1415679,0
26,127,26,127,31347,31347,0
26,129,26,129,24761,24761,0
26,131,26,131,8207,8207,0
26,133,26,133,26779,26779,0
26,135,26,135,9947,9947,0
26,137,26,137,29297,29297,0
26,139,26,139,307398,307398,0
26,141,26,141,17236,17236,0
26,143,26,143,28056,28056,0
26,145,26,145,237569,237569,0
26,147,26,147,202730,202730,0
26,149,26,149,74355,74355,0
26,151,26,151,53398,53398,0
26,153,26,153,9808,9808,0
26,155,26,155,88280,88280,0
26,157,26,157,70105,70105,0
26,159,26,159,89424,89424,0
26,161,26,161,354027,354027,0
26,163,26,163,2058202,2058202,0
26,165,26,165,37884,37884,0
27,1,27,1,17529,17529,0
27,3,27,3,395794,395794,0
27,5,27,5,38032,38032,0
27,7,27,7,46737,46737,0
27,9,27,9,44911,44911,0
27,11,27,11,6492,6492,0
27,13,27,13,65368,65368,0
27,15,27,15,33184,33184,0
27,17,27,17,39859,39859,0
27,19,27,19,104914,104914,0
27,21,27,21,33286,33286,0
27,23,27,23,15920,15920,0
27,25,27,25,64125,64125,0
27,27,27,27,60947,60947,0
27,29,27,29,10044,10044,0
27,31,27,31,6427,6427,0
27,33,27,33,14492,14492,0
27,35,27,35,72802,72802,0
27,37,27,37,481059,481059,0
27,39,27,39,24025,24025,0
27,41,27,41,44919,44919,0
27,43,27,43,18987,18987,0
27,45,27,45,26030,26030,0
27,47,27,47,39197,39197,0
27,49,27,49,57033,57033,0
27,51,27,51,7742,7742,0
27,53,27,53,1313214,1313214,0
27,55,27,55,24752,24752,0
27,57,27,57,22910,22910,0
27,59,27,59,44267,44267,0
27,61,27,61,52325,52325,0
27,63,27,63,13158,13158,0
27,65,27,65,19576,19576,0
27,67,27,67,50978,50978,0
27,69,27,69,5693,5693,0
27,71,27,71,15878,15878,0
27,73,27,73,9381,9381,0
27,75,27,75,12987,12987,0
27,77,27,77,4952,4952,0
27,79,27,79,34141,34141,0
27,81,27,81,7361,7361,0
27,83,27,83,30347,30347,0
27,85,27,85,47521,47521,0
27,87,27,87,6066,6066,0
27,89,27,89,12180,12180,0
27,91,27,91,26518,26518,0
27,93,27,93,28862,28862,0
27,95,27,95,30321,30321,0
27,97,27,97,41354,41354,0
27,99,27,99,47090,47090,0
27,101,27,101,10910,10910,0
27,103,27,103,36117,36117,0
27,105,27,105,25104,25104,0
27,107,27,107,8332,8332,0
27,109,27,109,175770,175770,0
27,111,27,111,69848,69848,0
27,113,27,113,16559,16559,0
27,115,27,115,31452,31452,0
27,117,27,117,11841,11841,0
27,119,27,119,36609,36609,0
27,121,27,121,13813,13813,0
27,123,27,123,556542,556542,0
27,125,27,125,5052,5052,0
27,127,27,127,19897,19897,0
27,129,27,129,20409,20409,0
27,131,27,131,69044,69044,0
27,133,27,133,11948,11948,0
27,135,27,135,20313,20313,0
27,137,27,137,226099,226099,0
27,139,27,139,150076,150076,0
27,141,27,141,101319,101319,0
27,143,27,143,19397,19397,0
27,145,27,145,167932,167932,0
27,147,27,147,46495,46495,0
27,149,27,149,10537,10537,0
27,151,27,151,12329,12329,0
27,153,27,153,28969,28969,0
27,155,27,155,4386,4386,0
27,157,27,157,27960,27960,0
27,159,27,159,16478,16478,0
27,161,27,161,23657,23657,0
27,163,27,163,280372,280372,0
27,165,27,165,13656,13656,0
27,167,27,167,8496,8496,0
27,169,27,169,55577,55577,0
27,171,27,171,144076,144076,0
27,173,27,173,12810,12810,0
28,1,28,1,32312,32312,0
28,3,28,3,36648,36648,0
28,5,28,5,13202,13202,0
28,7,28,7,19763,19763,0
28,9,28,9,8675,8675,0
28,11,28,11,37006,37006,0
28,13,28,13,16247,16247,0
28,15,28,15,11144,11144,0
28,17,28,17,20131,20131,0
28,19,28,19,8732,8732,0
28,21,28,21,10214,10214,0
28,23,28,23,19583,19583,0
28,25,28,25,21766,21766,0
28,27,28,27,28660,28660,0
28,29,28,29,31593,31593,0
28,31,28,31,20923,20923,0
28,33,28,33,169833,169833,0
28,35,28,35,70505,70505,0
28,37,28,37,9100,9100,0
28,39,28,39,22266,22266,0
28,41,28,41,12024,12024,0
28,43,28,43,24716,24716,0
28,45,28,45,36814,36814,0
28,47,28,47,177382,177382,0
28,49,28,49,263995,263995,0
28,51,28,51,21234,21234,0
28,53,28,53,10251,10251,0
28,55,28,55,1098,1098,0
28,57,28,57,25772,25772,0
28,59,28,59,142463,142463,0
28,61,28,61,19847,19847,0
28,63,28,63,8337,8337,0
28,65,28,65,13287,13287,0
28,67,28,67,67447,67447,0
28,69,28,69,8865,8865,0
28,71,28,71,37423,37423,0
28,73,28,73,48747,48747,0
28,75,28,75,80564,80564,0
28,77,28,77,14273,14273,0
28,79,28,79,22293,22293,0
28,81,28,81,88989,88989,0
28,83,28,83,33301,33301,0
28,85,28,85,37088,37088,0
28,87,28,87,63159,63159,0
28,89,28,89,94593,94593,0
28,91,28,91,27725,27725,0
28,93,28,93,38963,38963,0
28,95,28,95,41660,41660,0
28,97,28,97,12306,12306,0
28,99,28,99,31660,31660,0
28,101,28,101,24552,24552,0
28,103,28,103,14197,14197,0
28,105,28,105,38602,38602,0
28,107,28,107,38108,38108,0
28,109,28,109,53734,53734,0
28,111,28,111,13033,13033,0
28,113,28,113,42332,42332,0
28,115,28,115,30979,30979,0
28,117,28,117,25750,25750,0
28,119,28,119,8288,8288,0
28,121,28,121,142805,142805,0
28,123,28,123,30085,30085,0
28,125,28,125,5514,5514,0
28,127,28,127,27262,27262,0
28,129,28,129,16028,16028,0
28,131,28,131,15765,15765,0
28,133,28,133,28014,28014,0
28,135,28,135,13826,13826,0
28,137,28,137,29849,29849,0
28,139,28,139,23853,23853,0
28,141,28,141,19805,19805,0
28,143,28,143,13068,13068,0
28,145,28,145,29326,29326,0
28,147,28,147,15690,15690,0
28,149,28,149,56351,56351,0
28,151,28,151,58007,58007,0
28,153,28,153,22473,22473,0
28,155,28,155,10768,10768,0
28,157,28,157,9728,9728,0
28,159,28,159,21218,21218,0
28,161,28,161,14110,14110,0
28,163,28,163,26283,26283,0
29,1,29,1,23119,23119,0
29,3,29,3,20674,20674,0
29,5,29,5,7148,7148,0
29,7,29,7,28244,28244,0
29,9,29,9,38166,38166,0
29,11,29,11,14614,14614,0
29,13,29,13,19141,19141,0
29,15,29,15,19905,19905,0
29,17,29,17,13316,13316,0
29,19,29,19,158574,158574,0
29,21,29,21,96499,96499,0
29,23,29,23,45382,45382,0
29,25,29,25,10328,10328,0
29,27,29,27,46390,46390,0
29,29,29,29,44038,44038,0
29,31,29,31,81670,81670,0
29,33,29,33,11572,11572,0
29,35,29,35,6606,6606,0
29,37,29,37,112149,112149,0
29,39,29,39,14984,14984,0
29,41,29,41,9446,9446,0
29,43,29,43,80175,80175,0
29,45,29,45,8435,8435,0
29,47,29,47,251029,251029,0
29,49,29,49,24018,24018,0
29,51,29,51,85393,85393,0
29,53,29,53,18805,18805,0
29,55,29,55,26887,26887,0
29,57,29,57,8849,8849,0
29,59,29,59,17680,17680,0
29,61,29,61,9505,9505,0
29,63,29,63,10768,10768,0
29,65,29,65,16140,16140,0
29,67,29,67,13685,13685,0
29,69,29,69,32734,32734,0
29,71,29,71,124371,124371,0
29,73,29,73,18136,18136,0
29,75,29,75,7705,7705,0
29,77,29,77,291949,291949,0
29,79,29,79,11377,11377,0
29,81,29,81,10162,10162,0
29,83,29,83,25378,25378,0
29,85,29,85,9607,9607,0
29,87,29,87,5982,5982,0
29,89,29,89,10944,10944,0
29,91,29,91,43570,43570,0
29,93,29,93,11001,11001,0
29,95,29,95,741455,741455,0
29,97,29,97,122954,122954,0
29,99,29,99,262078,262078,0
29,101,29,101,51783,51783,0
29,103,29,103,4667,4667,0
29,105,29,105,39868,39868,0
29,107,29,107,38465,38465,0
29,109,29,109,41365,41365,0
29,111,29,111,11259,11259,0
29,113,29,113,59509,59509,0
29,115,29,115,15268,15268,0
29,117,29,117,16100,16100,0
29,119,29,119,21675,21675,0
29,121,29,121,18869,18869,0
29,123,29,123,13555,13555,0
29,125,29,125,9717,9717,0
29,127,29,127,33055,33055,0
29,129,29,129,4042,4042,0
29,131,29,131,25828,25828,0
29,133,29,133,13892,13892,0
29,135,29,135,17162,17162,0
29,137,29,137,10629,10629,0
29,139,29,139,14394,14394,0
29,141,29,141,22258,22258,0
29,143,29,143,20057,20057,0
29,145,29,145,61161,61161,0
29,147,29,147,21903,21903,0
29,149,29,149,10257,10257,0
29,151,29,151,16113,16113,0
29,153,29,153,9966,9966,0
29,155,29,155,19134,19134,0
29,157,29,157,22384,22384,0
29,159,29,159,47190,47190,0
29,161,29,161,43933,43933,0
29,163,29,163,19202,19202,0
29,165,29,165,95286,95286,0
29,167,29,167,31159,31159,0
29,169,29,169,41984,41984,0
29,171,29,171,5987,5987,0
29,173,29,173,11890,11890,0
29,175,29,175,27384,27384,0
29,177,29,177,27829,27829,0
29,179,29,179,6840,6840,0
29,181,29,181,14450,14450,0
29,183,29,183,422714,422714,0
29,185,29,185,9542,9542,0
29,186,29,186,22302,22302,0
29,187,29,187,66489,66489,0
29,189,29,189,1194317,1194317,0
29,195,29,195,24983,24983,0
29,197,29,197,4404,4404,0
29,199,29,199,5492,5492,0
29,201,29,201,45074,45074,0
29,203,29,203,8543,8543,0
29,205,29,205,7632,7632,0
29,207,29,207,33630,33630,0
29,209,29,209,32740,32740,0
29,211,29,211,7488,7488,0
29,213,29,213,48489,48489,0
29,215,29,215,25172,25172,0
29,217,29,217,22153,22153,0
29,219,29,219,36560,36560,0
29,221,29,221,23997,23997,0
29,223,29,223,12519,12519,0
29,225,29,225,39054,39054,0
29,227,29,227,2617,2617,0
29,229,29,229,19688,19688,0
29,510,29,510,313491,313491,0
30,1,30,1,9136,9136,0
30,3,30,3,12729,12729,0
30,5,30,5,7106,7106,0
30,7,30,7,5131,5131,0
30,9,30,9,10394,10394,0
30,11,30,11,1369,1369,0
30,13,30,13,92367,92367,0
30,15,30,15,5367,5367,0
30,17,30,17,12957,12957,0
30,19,30,19,2253,2253,0
30,21,30,21,10242,10242,0
30,23,30,23,10035,10035,0
30,25,30,25,3398,3398,0
30,27,30,27,13249,13249,0
30,29,30,29,100198,100198,0
30,31,30,31,92162,92162,0
30,33,30,33,1386,1386,0
30,35,30,35,14106,14106,0
30,37,30,37,1188,1188,0
30,39,30,39,2983,2983,0
30,41,30,41,18760,18760,0
30,43,30,43,12237,12237,0
30,45,30,45,2224,2224,0
30,47,30,47,28417,28417,0
30,49,30,49,70857,70857,0
30,51,30,51,2153,2153,0
30,53,30,53,20020,20020,0
30,55,30,55,1929,1929,0
30,57,30,57,7735,7735,0
30,59,30,59,2370,2370,0
30,61,30,61,4251,4251,0
30,63,30,63,112505,112505,0
30,65,30,65,4488,4488,0
30,67,30,67,17757,17757,0
30,69,30,69,421,421,0
30,71,30,71,4912,4912,0
30,73,30,73,6835,6835,0
30,75,30,75,1750,1750,0
30,77,30,77,6244,6244,0
30,79,30,79,1328,1328,0
30,81,30,81,43294,43294,0
30,83,30,83,11485,11485,0
30,85,30,85,10633,10633,0
30,87,30,87,10409,10409,0
30,89,30,89,11363,11363,0
30,91,30,91,4395,4395,0
30,93,30,93,37040,37040,0
30,95,30,95,9862,9862,0
30,97,30,97,4032,4032,0
30,99,30,99,7576,7576,0
30,101,30,101,5324,5324,0
30,103,30,103,937,937,0
30,105,30,105,8722,8722,0
30,107,30,107,2310,2310,0
30,109,30,109,1051,1051,0
30,111,30,111,165635,165635,0
31,1,31,1,35382,35382,0
31,3,31,3,8128,8128,0
31,5,31,5,551,551,0
31,7,31,7,697,697,0
31,9,31,9,497,497,0
31,11,31,11,7057,7057,0
31,13,31,13,14187,14187,0
31,15,31,15,2521,2521,0
31,17,31,17,3718,3718,0
31,19,31,19,49896,49896,0
31,21,31,21,8497,8497,0
31,23,31,23,10643,10643,0
31,25,31,25,30151,30151,0
31,27,31,27,11231,11231,0
31,29,31,29,4504,4504,0
31,31,31,31,6588,6588,0
31,33,31,33,11911,11911,0
31,35,31,35,7772,7772,0
31,37,31,37,11641,11641,0
31,39,31,39,11447,11447,0
31,41,31,41,13176,13176,0
31,43,31,43,24195,24195,0
31,45,31,45,8595,8595,0
31,47,31,47,28788,28788,0
31,49,31,49,2177,2177,0
31,51,31,51,7285,7285,0
31,53,31,53,43300,43300,0
31,55,31,55,577750,577750,0
31,57,31,57,2117,2117,0
31,59,31,59,7410,7410,0
31,61,31,61,3769,3769,0
31,63,31,63,2977,2977,0
31,65,31,65,5840,5840,0
31,67,31,67,27088,27088,0
31,69,31,69,2242,2242,0
31,71,31,71,2107,2107,0
31,73,31,73,2428,2428,0
31,75,31,75,857,857,0
31,77,31,77,3038,3038,0
31,79,31,79,64817,64817,0
31,81,31,81,11546,11546,0
31,83,31,83,3769,3769,0
31,85,31,85,1145,1145,0
31,87,31,87,3443,3443,0
31,89,31,89,12727,12727,0
31,91,31,91,959,959,0
31,93,31,93,7477,7477,0
31,95,31,95,9234,9234,0
31,97,31,97,5114,5114,0
31,99,31,99,7623,7623,0
31,101,31,101,9509,9509,0
31,103,31,103,1082,1082,0
31,105,31,105,4172,4172,0
31,107,31,107,10491,10491,0
31,109,31,109,315041,315041,0
31,111,31,111,42764,42764,0
31,113,31,113,897,897,0
31,115,31,115,719,719,0
31,117,31,117,625,625,0
31,119,31,119,41274,41274,0
31,121,31,121,9021,9021,0
31,123,31,123,5633,5633,0
31,125,31,125,4181,4181,0
31,127,31,127,7900,7900,0
31,129,31,129,5706,5706,0
31,131,31,131,19080,19080,0
31,133,31,133,3112,3112,0
31,135,31,135,3459,3459,0
31,137,31,137,11053,11053,0
31,139,31,139,8867,8867,0
31,141,31,141,39379,39379,0
31,143,31,143,6659,6659,0
31,145,31,145,12732,12732,0
31,147,31,147,10127,10127,0
31,149,31,149,1531,1531,0
31,151,31,151,16003,16003,0
31,153,31,153,177434,177434,0
31,155,31,155,24342,24342,0
31,157,31,157,40934,40934,0
31,159,31,159,18893,18893,0
31,161,31,161,6310,6310,0
31,163,31,163,3643,3643,0
31,165,31,165,1260,1260,0
31,167,31,167,7098,7098,0
31,169,31,169,6537,6537,0
31,171,31,171,793,793,0
31,173,31,173,7413,7413,0
31,175,31,175,5003,5003,0
31,177,31,177,23571,23571,0
31,179,31,179,9403,9403,0
31,181,31,181,4309,4309,0
31,183,31,183,933,933,0
31,185,31,185,16231,16231,0
32,1,32,1,27000,27000,0
32,3,32,3,2045380,2045380,0
32,5,32,5,54047,54047,0
32,7,32,7,52865,52865,0
32,9,32,9,724,724,0
32,11,32,11,1543,1543,0
32,13,32,13,18571,18571,0
32,15,32,15,6193,6193,0
32,17,32,17,4509,4509,0
32,19,32,19,55616,55616,0
32,21,32,21,5030,5030,0
32,23,32,23,44681,44681,0
32,27,32,27,5170,5170,0
32,29,32,29,4569,4569,0
32,31,32,31,457141,457141,0
32,33,32,33,9471,9471,0
32,510,32,510,60463,60463,0
33,1,33,1,73781,73781,0
33,3,33,3,56886,56886,0
33,5,33,5,88880,88880,0
33,7,33,7,40202,40202,0
33,9,33,9,95319,95319,0
33,11,33,11,482771,482771,0
33,13,33,13,171210,171210,0
33,15,33,15,362904,362904,0
33,17,33,17,136228,136228,0
33,19,33,19,50496,50496,0
34,1,34,1,338405,338405,0
34,3,34,3,1042349,1042349,0
34,5,34,5,541937,541937,0
34,7,34,7,606690,606690,0
34,9,34,9,115368,115368,0
34,11,34,11,174116,174116,0
34,13,34,13,837230,837230,0
34,15,34,15,344956,344956,0
34,17,34,17,667545,667545,0
34,19,34,19,151671,151671,0
34,21,34,21,404164,404164,0
34,23,34,23,940518,940518,0
34,25,34,25,737584,737584,0
34,27,34,27,582372,582372,0
34,29,34,29,674788,674788,0
34,31,34,31,584257,584257,0
34,33,34,33,80206,80206,0
34,35,34,35,376163,376163,0
34,37,34,37,181897,181897,0
34,39,34,39,614337,614337,0
34,41,34,41,131909,131909,0
35,1,35,1,690162,690162,0
35,3,35,3,3133,3133,0
35,5,35,5,64988,64988,0
35,6,35,6,24386,24386,0
35,7,35,7,14276,14276,0
35,9,35,9,48237,48237,0
35,11,35,11,2253,2253,0
35,13,35,13,206023,206023,0
35,15,35,15,56664,56664,0
35,17,35,17,32103,32103,0
35,19,35,19,4564,4564,0
35,21,35,21,734,734,0
35,23,35,23,5263,5263,0
35,25,35,25,64740,64740,0
35,27,35,27,20060,20060,0
35,28,35,28,22490,22490,0
35,29,35,29,27683,27683,0
35,31,35,31,86788,86788,0
35,33,35,33,5033,5033,0
35,35,35,35,62732,62732,0
35,37,35,37,9494,9494,0
35,39,35,39,42728,42728,0
35,41,35,41,18412,18412,0
35,43,35,43,130793,130793,0
35,45,35,45,145418,145418,0
35,47,35,47,27213,27213,0
35,49,35,49,146882,146882,0
35,51,35,51,11230,11230,0
35,53,35,53,17449,17449,0
35,55,35,55,33514,33514,0
35,57,35,57,14718,14718,0
35,59,35,59,4198,4198,0
35,61,35,61,75172,75172,0
36,1,36,1,339933,339933,0
36,3,36,3,50554,50554,0
36,5,36,5,1355905,1355905,0
36,7,36,7,226727,226727,0
36,9,36,9,90965,90965,0
36,11,36,11,89400,89400,0
36,13,36,13,150936,150936,0
36,15,36,15,101011,101011,0
36,17,36,17,60753,60753,0
36,19,36,19,92799,92799,0
36,21,36,21,70884,70884,0
36,23,36,23,52199,52199,0
36,25,36,25,48612,48612,0
36,27,36,27,331089,331089,0
36,29,36,29,1072944,1072944,0
36,31,36,31,42455,42455,0
36,33,36,33,52408,52408,0
36,35,36,35,64928,64928,0
36,37,36,37,71627,71627,0
36,39,36,39,52597,52597,0
36,41,36,41,5909,5909,0
36,43,36,43,74211,74211,0
36,45,36,45,120965,120965,0
36,47,36,47,2465173,2465173,0
36,49,36,49,28294,28294,0
36,51,36,51,71330,71330,0
36,53,36,53,76532,76532,0
36,55,36,55,868263,868263,0
36,57,36,57,59058,59058,0
36,59,36,59,1581585,1581585,0
36,61,36,61,1551289,1551289,0
36,63,36,63,258146,258146,0
36,65,36,65,265072,265072,0
36,67,36,67,534027,534027,0
36,69,36,69,125147,125147,0
36,71,36,71,422727,422727,0
36,73,36,73,48174,48174,0
36,75,36,75,138859,138859,0
36,77,36,77,67414,67414,0
36,79,36,79,114550,114550,0
36,81,36,81,2384921,2384921,0
36,83,36,83,181896,181896,0
36,85,36,85,519518,519518,0
36,87,36,87,342893,342893,0
36,89,36,89,116043,116043,0
36,91,36,91,259511,259511,0
36,93,36,93,178900,178900,0
36,95,36,95,35328,35328,0
36,97,36,97,21566,21566,0
36,99,36,99,38505,38505,0
36,101,36,101,113326,113326,0
36,103,36,103,1794338,1794338,0
36,105,36,105,82787,82787,0
36,107,36,107,61803,61803,0
36,109,36,109,91292,91292,0
36,111,36,111,201833,201833,0
36,113,36,113,78483,78483,0
36,115,36,115,69272,69272,0
36,117,36,117,114274,114274,0
36,119,36,119,1031082,1031082,0
36,121,36,121,47270,47270,0
36,123,36,123,28835,28835,0
37,1,37,1,162666,162666,0
37,3,37,3,40851,40851,0
37,5,37,5,11802,11802,0
37,7,37,7,26347,26347,0
37,9,37,9,28392,28392,0
37,11,37,11,16992,16992,0
37,13,37,13,51261,51261,0
37,15,37,15,22319,22319,0
37,17,37,17,32741,32741,0
37,19,37,19,102502,102502,0
37,21,37,21,248115,248115,0
37,23,37,23,97994,97994,0
37,25,37,25,189122,189122,0
37,27,37,27,90965,90965,0
37,29,37,29,10579,10579,0
37,31,37,31,68944,68944,0
37,33,37,33,24588,24588,0
37,35,37,35,178212,178212,0
37,37,37,37,66080,66080,0
37,39,37,39,27061,27061,0
37,41,37,41,15872,15872,0
37,43,37,43,10168,10168,0
37,45,37,45,107808,107808,0
37,47,37,47,55895,55895,0
37,49,37,49,107867,107867,0
37,51,37,51,316992,316992,0
37,53,37,53,24463,24463,0
37,55,37,55,37192,37192,0
37,57,37,57,182573,182573,0
