"state","county","pop","NA","NA","NA","NA"
37,59,37,59,45583,45583,0
37,61,37,61,53674,53674,0
37,63,37,63,266645,266645,0
37,65,37,65,60503,60503,0
37,67,37,67,379134,379134,0
37,69,37,69,57790,57790,0
37,71,37,71,224221,224221,0
37,73,37,73,12216,12216,0
37,75,37,75,8729,8729,0
37,77,37,77,57135,57135,0
37,79,37,79,18840,18840,0
37,81,37,81,514223,514223,0
37,83,37,83,58275,58275,0
37,85,37,85,104101,104101,0
37,87,37,87,63186,63186,0
37,89,37,89,112946,112946,0
37,91,37,91,21432,21432,0
37,93,37,93,40457,40457,0
37,95,37,95,4853,4853,0
37,97,37,97,173839,173839,0
37,99,37,99,31835,31835,0
37,101,37,101,169322,169322,0
37,103,37,103,10885,10885,0
37,105,37,105,60768,60768,0
37,107,37,107,64105,64105,0
37,109,37,109,83114,83114,0
37,111,37,111,47536,47536,0
37,113,37,113,35822,35822,0
37,115,37,115,20440,20440,0
37,117,37,117,26904,26904,0
37,119,37,119,936979,936979,0
37,121,37,121,16567,16567,0
37,123,37,123,28307,28307,0
37,125,37,125,93289,93289,0
37,127,37,127,106664,106664,0
37,129,37,129,190477,190477,0
37,131,37,131,22260,22260,0
37,133,37,133,161506,161506,0
37,135,37,135,120011,120011,0
37,137,37,137,13333,13333,0
37,139,37,139,41342,41342,0
37,141,37,141,48880,48880,0
37,143,37,143,13746,13746,0
37,145,37,145,43076,43076,0
37,147,37,147,152922,152922,0
37,149,37,149,20514,20514,0
37,151,37,151,158752,158752,0
37,153,37,153,48571,48571,0
37,155,37,155,126716,126716,0
37,157,37,157,105794,105794,0
37,159,37,159,152195,152195,0
37,161,37,161,68430,68430,0
37,163,37,163,65950,65950,0
37,165,37,165,38190,38190,0
37,167,37,167,67216,67216,0
37,169,37,169,52015,52015,0
37,171,37,171,80592,80592,0
37,173,37,173,19121,19121,0
37,175,37,175,32021,32021,0
37,177,37,177,4080,4080,0
37,179,37,179,206572,206572,0
37,181,37,181,47889,47889,0
37,183,37,183,920307,920307,0
37,185,37,185,19418,19418,0
37,187,37,187,14584,14584,0
37,189,37,189,38516,38516,0
37,191,37,191,123919,123919,0
37,193,37,193,74884,74884,0
37,195,37,195,86804,86804,0
37,197,37,197,43007,43007,0
37,199,37,199,18904,18904,0
38,1,38,1,2818,2818,0
38,3,38,3,12805,12805,0
38,5,38,5,7142,7142,0
38,7,38,7,945,945,0
38,9,38,9,7787,7787,0
38,11,38,11,3822,3822,0
38,13,38,13,2437,2437,0
38,15,38,15,92987,92987,0
38,17,38,17,162022,162022,0
38,19,38,19,5161,5161,0
38,21,38,21,6181,6181,0
38,23,38,23,2504,2504,0
38,25,38,25,3896,3896,0
38,27,38,27,2835,2835,0
38,29,38,29,4430,4430,0
38,31,38,31,4242,4242,0
38,33,38,33,1955,1955,0
38,35,38,35,70884,70884,0
38,37,38,37,2951,2951,0
38,39,38,39,2979,2979,0
38,41,38,41,2975,2975,0
38,43,38,43,2975,2975,0
38,45,38,45,5166,5166,0
38,47,38,47,2371,2371,0
38,49,38,49,6440,6440,0
38,51,38,51,3496,3496,0
38,53,38,53,5756,5756,0
38,55,38,55,10639,10639,0
38,57,38,57,10594,10594,0
38,59,38,59,31693,31693,0
38,61,38,61,8080,8080,0
38,63,38,63,4044,4044,0
38,65,38,65,2419,2419,0
38,67,38,67,9750,9750,0
38,69,38,69,5177,5177,0
38,71,38,71,13493,13493,0
38,73,38,73,6881,6881,0
38,75,38,75,2881,2881,0
38,77,38,77,19562,19562,0
38,79,38,79,14625,14625,0
38,81,38,81,5201,5201,0
38,83,38,83,1763,1763,0
38,85,38,85,3665,3665,0
38,87,38,87,839,839,0
38,89,38,89,27489,27489,0
38,91,38,91,2427,2427,0
38,93,38,93,23951,23951,0
38,95,38,95,2856,2856,0
38,97,38,97,9518,9518,0
38,99,38,99,13557,13557,0
38,101,38,101,68726,68726,0
38,103,38,103,5348,5348,0
38,105,38,105,24893,24893,0
39,1,39,1,30767,30767,0
39,3,39,3,124236,124236,0
39,5,39,5,61810,61810,0
39,7,39,7,119377,119377,0
39,9,39,9,52559,52559,0
39,11,39,11,59285,59285,0
39,13,39,13,79341,79341,0
39,15,39,15,50702,50702,0
39,17,39,17,408794,408794,0
39,19,39,19,33534,33534,0
39,21,39,21,47294,47294,0
39,23,39,23,163088,163088,0
39,25,39,25,227900,227900,0
39,27,39,27,49943,49943,0
39,29,39,29,124532,124532,0
39,31,39,31,43177,43177,0
39,33,39,33,55022,55022,0
39,35,39,35,1487127,1487127,0
39,37,39,37,66150,66150,0
39,39,39,39,48907,48907,0
39,41,39,41,188812,188812,0
39,43,39,43,94765,94765,0
39,45,39,45,164643,164643,0
39,47,39,47,32976,32976,0
39,49,39,49,1297523,1297523,0
39,51,39,51,53966,53966,0
39,53,39,53,32587,32587,0
39,55,39,55,111010,111010,0
39,57,39,57,174723,174723,0
39,59,39,59,47370,47370,0
39,61,39,61,915284,915284,0
39,63,39,63,89116,89116,0
39,65,39,65,34007,34007,0
39,67,39,67,17844,17844,0
39,69,39,69,36839,36839,0
39,71,39,71,48720,48720,0
39,73,39,73,32534,32534,0
39,75,39,75,43962,43962,0
39,77,39,77,75075,75075,0
39,79,39,79,36223,36223,0
39,81,39,81,80435,80435,0
39,83,39,83,66602,66602,0
39,85,39,85,286702,286702,0
39,87,39,87,68616,68616,0
39,89,39,89,193449,193449,0
39,91,39,91,56697,56697,0
39,93,39,93,355255,355255,0
39,95,39,95,498304,498304,0
39,97,39,97,44911,44911,0
39,99,39,99,276561,276561,0
39,101,39,101,72709,72709,0
39,103,39,103,208506,208506,0
39,105,39,105,24885,24885,0
39,107,39,107,53706,53706,0
39,109,39,109,124921,124921,0
39,111,39,111,17205,17205,0
39,113,39,113,623677,623677,0
39,115,39,115,16006,16006,0
39,117,39,117,38335,38335,0
39,119,39,119,101100,101100,0
39,121,39,121,13916,13916,0
39,123,39,123,51549,51549,0
39,125,39,125,24105,24105,0
39,127,39,127,39659,39659,0
39,129,39,129,58753,58753,0
39,131,39,131,30731,30731,0
39,133,39,133,175989,175989,0
39,135,39,135,50587,50587,0
39,137,39,137,45163,45163,0
39,139,39,139,147989,147989,0
39,141,39,141,83238,83238,0
39,143,39,143,76550,76550,0
39,145,39,145,78972,78972,0
39,147,39,147,69061,69061,0
39,149,39,149,61744,61744,0
39,151,39,151,456377,456377,0
39,153,39,153,634598,634598,0
39,155,39,155,256811,256811,0
39,157,39,157,115367,115367,0
39,159,39,159,56393,56393,0
39,161,39,161,37094,37094,0
39,163,39,163,13999,13999,0
39,165,39,165,236227,236227,0
39,167,39,167,72618,72618,0
39,169,39,169,138116,138116,0
39,171,39,171,47802,47802,0
39,173,39,173,138258,138258,0
39,175,39,175,28133,28133,0
40,1,40,1,22880,22880,0
40,3,40,3,5158,5158,0
40,5,40,5,14128,14128,0
40,7,40,7,5619,5619,0
40,9,40,9,20767,20767,0
40,11,40,11,10565,10565,0
40,13,40,13,35709,35709,0
40,15,40,15,28281,28281,0
40,17,40,17,114750,114750,0
40,19,40,19,50160,50160,0
40,21,40,21,41065,41065,0
40,23,40,23,14334,14334,0
40,25,40,25,3008,3008,0
40,27,40,27,244404,244404,0
40,29,40,29,5038,5038,0
40,31,40,31,111222,111222,0
40,33,40,33,6303,6303,0
40,35,40,35,14487,14487,0
40,37,40,37,72933,72933,0
40,39,40,39,25468,25468,0
40,41,40,41,37002,37002,0
40,43,40,43,5073,5073,0
40,45,40,45,4077,4077,0
40,47,40,47,64287,64287,0
40,49,40,49,28324,28324,0
40,51,40,51,50135,50135,0
40,53,40,53,4716,4716,0
40,55,40,55,5076,5076,0
40,57,40,57,2838,2838,0
40,59,40,59,3895,3895,0
40,61,40,61,12514,12514,0
40,63,40,63,11797,11797,0
40,65,40,65,27726,27726,0
40,67,40,67,5753,5753,0
40,69,40,69,10255,10255,0
40,71,40,71,50258,50258,0
40,73,40,73,16293,16293,0
40,75,40,75,9458,9458,0
40,77,40,77,11782,11782,0
40,79,40,79,47511,47511,0
40,81,40,81,33574,33574,0
40,83,40,83,36229,36229,0
40,85,40,85,9372,9372,0
40,87,40,87,34829,34829,0
40,89,40,89,32181,32181,0
40,91,40,91,18483,18483,0
40,93,40,93,8309,8309,0
40,95,40,95,14326,14326,0
40,97,40,97,42618,42618,0
40,99,40,99,12639,12639,0
40,101,40,101,72373,72373,0
40,103,40,103,12373,12373,0
40,105,40,105,11316,11316,0
40,107,40,107,10665,10665,0
40,109,40,109,707858,707858,0
40,111,40,111,39449,39449,0
40,113,40,113,44092,44092,0
40,115,40,115,33632,33632,0
40,117,40,117,16651,16651,0
40,119,40,119,62445,62445,0
40,121,40,121,44780,44780,0
40,123,40,123,36687,36687,0
40,125,40,125,69030,69030,0
40,127,40,127,11026,11026,0
40,129,40,129,3836,3836,0
40,131,40,131,90487,90487,0
40,133,40,133,23618,23618,0
40,135,40,135,41813,41813,0
40,137,40,137,46301,46301,0
40,139,40,139,21496,21496,0
40,141,40,141,7914,7914,0
40,143,40,143,630934,630934,0
40,145,40,145,70264,70264,0
40,147,40,147,55864,55864,0
40,149,40,149,11778,11778,0
40,151,40,151,8138,8138,0
40,153,40,153,21056,21056,0
41,1,41,1,16865,16865,0
41,3,41,3,80627,80627,0
41,5,41,5,397339,397339,0
41,7,41,7,36673,36673,0
41,9,41,9,53539,53539,0
41,11,41,11,64646,64646,0
41,13,41,13,22256,22256,0
41,15,41,15,23057,23057,0
41,17,41,17,164564,164564,0
41,19,41,19,112913,112913,0
41,21,41,21,1938,1938,0
41,23,41,23,7488,7488,0
41,25,41,25,7553,7553,0
41,27,41,27,24343,24343,0
41,29,41,29,215129,215129,0
41,31,41,31,22328,22328,0
41,33,41,33,84793,84793,0
41,35,41,35,69227,69227,0
41,37,41,37,7687,7687,0
41,39,41,39,361415,361415,0
41,41,41,41,45650,45650,0
41,43,41,43,121578,121578,0
41,45,41,45,28571,28571,0
41,47,41,47,328074,328074,0
41,49,41,49,11722,11722,0
41,51,41,51,741307,741307,0
41,53,41,53,75220,75220,0
41,55,41,55,1885,1885,0
41,57,41,57,26596,26596,0
41,59,41,59,77540,77540,0
41,61,41,61,27414,27414,0
41,63,41,63,8023,8023,0
41,65,41,65,25125,25125,0
41,67,41,67,562005,562005,0
41,69,41,69,1316,1316,0
41,71,41,71,99761,99761,0
42,1,42,1,123747,123747,0
42,3,42,3,1450500,1450500,0
42,5,42,5,85716,85716,0
42,7,42,7,214179,214179,0
42,9,42,9,62274,62274,0
42,11,42,11,499493,499493,0
42,13,42,13,153561,153561,0
42,15,42,15,76324,76324,0
42,17,42,17,779383,779383,0
42,19,42,19,224449,224449,0
42,21,42,21,173714,173714,0
42,23,42,23,6688,6688,0
42,25,42,25,78118,78118,0
42,27,42,27,138135,138135,0
42,29,42,29,582878,582878,0
42,31,42,31,45691,45691,0
42,33,42,33,95588,95588,0
42,35,42,35,43376,43376,0
42,37,42,37,73646,73646,0
42,39,42,39,103248,103248,0
42,41,42,41,280703,280703,0
42,43,42,43,324906,324906,0
42,45,42,45,647817,647817,0
42,47,42,47,43417,43417,0
42,49,42,49,323824,323824,0
42,51,42,51,160505,160505,0
42,53,42,53,5800,5800,0
42,55,42,55,186527,186527,0
42,57,42,57,18810,18810,0
42,59,42,59,42144,42144,0
42,61,42,61,51215,51215,0
42,63,42,63,96275,96275,0
42,65,42,65,56124,56124,0
42,67,42,67,29137,29137,0
42,69,42,69,248674,248674,0
42,71,42,71,644031,644031,0
42,73,42,73,109141,109141,0
42,75,42,75,167076,167076,0
42,77,42,77,415495,415495,0
42,79,42,79,378813,378813,0
42,81,42,81,138331,138331,0
42,83,42,83,50407,50407,0
42,85,42,85,139580,139580,0
42,87,42,87,56427,56427,0
42,89,42,89,184527,184527,0
42,91,42,91,943238,943238,0
42,93,42,93,21644,21644,0
42,95,42,95,357329,357329,0
42,97,42,97,110963,110963,0
42,99,42,99,57484,57484,0
42,101,42,101,1477147,1477147,0
42,103,42,103,64067,64067,0
42,105,42,105,20578,20578,0
42,107,42,107,177853,177853,0
42,109,42,109,44668,44668,0
42,111,42,111,93539,93539,0
42,113,42,113,7342,7342,0
42,115,42,115,51269,51269,0
42,117,42,117,47778,47778,0
42,119,42,119,42945,42945,0
42,121,42,121,66971,66971,0
42,123,42,123,50010,50010,0
42,125,42,125,252527,252527,0
42,127,42,127,57626,57626,0
42,129,42,129,458665,458665,0
42,131,42,131,34376,34376,0
42,133,42,133,536670,536670,0
44,1,44,1,57071,57071,0
44,3,44,3,205448,205448,0
44,5,44,5,93232,93232,0
44,7,44,7,709192,709192,0
44,9,44,9,146685,146685,0
45,1,45,1,27351,27351,0
45,3,45,3,168838,168838,0
45,5,45,5,9948,9948,0
45,7,45,7,200561,200561,0
45,9,45,9,15277,15277,0
45,11,45,11,23921,23921,0
45,13,45,13,157679,157679,0
45,15,45,15,168930,168930,0
45,17,45,17,15470,15470,0
45,19,45,19,337490,337490,0
45,21,45,21,59238,59238,0
45,23,45,23,37146,37146,0
45,25,45,25,47782,47782,0
45,27,45,27,34939,34939,0
45,29,45,29,42063,42063,0
45,31,45,31,74895,74895,0
45,33,45,33,34254,34254,0
45,35,45,35,135541,135541,0
45,37,45,37,25642,25642,0
45,39,45,39,25793,25793,0
45,41,45,41,143834,143834,0
45,43,45,43,67024,67024,0
45,45,45,45,470514,470514,0
45,47,45,47,74240,74240,0
45,49,45,49,21607,21607,0
45,51,45,51,272179,272179,0
45,53,45,53,20257,20257,0
45,55,45,55,66319,66319,0
45,57,45,57,71301,71301,0
45,59,45,59,70039,70039,0
45,61,45,61,19250,19250,0
45,63,45,63,272689,272689,0
45,65,45,65,10231,10231,0
45,67,45,67,36475,36475,0
45,69,45,69,30047,30047,0
45,71,45,71,40713,40713,0
45,73,45,73,79582,79582,0
45,75,45,75,95867,95867,0
45,77,45,77,117890,117890,0
45,79,45,79,363359,363359,0
45,81,45,81,20156,20156,0
45,83,45,83,304683,304683,0
45,85,45,85,115324,115324,0
45,87,45,87,31643,31643,0
45,89,45,89,36526,36526,0
45,91,45,91,237835,237835,0
46,3,46,3,3343,3343,0
46,5,46,5,19027,19027,0
46,7,46,7,3149,3149,0
46,9,46,9,7137,7137,0
46,11,46,11,29802,29802,0
46,13,46,13,43174,43174,0
46,15,46,15,5729,5729,0
46,17,46,17,1960,1960,0
46,19,46,19,10805,10805,0
46,21,46,21,1817,1817,0
46,23,46,23,9572,9572,0
46,25,46,25,3982,3982,0
46,27,46,27,12053,12053,0
46,29,46,29,32472,32472,0
46,31,46,31,3560,3560,0
46,33,46,33,8242,8242,0
46,35,46,35,22338,22338,0
46,37,46,37,6774,6774,0
46,39,46,39,5502,5502,0
46,41,46,41,6491,6491,0
46,43,46,43,3739,3739,0
46,45,46,45,4448,4448,0
46,47,46,47,7666,7666,0
46,49,46,49,2501,2501,0
46,51,46,51,9581,9581,0
46,53,46,53,5128,5128,0
46,55,46,55,2502,2502,0
46,57,46,57,6272,6272,0
46,59,46,59,4177,4177,0
46,61,46,61,5430,5430,0
46,63,46,63,1508,1508,0
46,65,46,65,20170,20170,0
46,67,46,67,8729,8729,0
46,69,46,69,1652,1652,0
46,71,46,71,2761,2761,0
46,73,46,73,2306,2306,0
46,75,46,75,1223,1223,0
46,77,46,77,6302,6302,0
46,79,46,79,12977,12977,0
46,81,46,81,25552,25552,0
46,83,46,83,42327,42327,0
46,85,46,85,4251,4251,0
46,87,46,87,6726,6726,0
46,89,46,89,2853,2853,0
46,91,46,91,5031,5031,0
46,93,46,93,29456,29456,0
46,95,46,95,1918,1918,0
46,97,46,97,2878,2878,0
46,99,46,99,208355,208355,0
46,101,46,101,7763,7763,0
46,103,46,103,110614,110614,0
46,105,46,105,3533,3533,0
46,107,46,107,3002,3002,0
46,109,46,109,11583,11583,0
46,111,46,111,2900,2900,0
46,113,46,113,11467,11467,0
46,115,46,115,7397,7397,0
46,117,46,117,3428,3428,0
46,119,46,119,1755,1755,0
46,121,46,121,8831,8831,0
46,123,46,123,6931,6931,0
46,125,46,125,9873,9873,0
46,127,46,127,16855,16855,0
46,129,46,129,6481,6481,0
46,135,46,135,25118,25118,0
46,137,46,137,1254,1254,0
47,1,47,1,80729,80729,0
47,3,47,3,49411,49411,0
47,5,47,5,17675,17675,0
47,7,47,7,11376,11376,0
47,9,47,9,136323,136323,0
47,11,47,11,103460,103460,0
47,13,47,13,39272,39272,0
47,15,47,15,14892,14892,0
47,17,47,17,32618,32618,0
47,19,47,19,58980,58980,0
47,21,47,21,43939,43939,0
47,23,47,23,16776,16776,0
47,25,47,25,33342,33342,0
47,27,47,27,8119,8119,0
47,29,47,29,37892,37892,0
47,31,47,31,58121,58121,0
47,33,47,33,15949,15949,0
47,35,47,35,61528,61528,0
47,37,47,37,642706,642706,0
47,39,47,39,12128,12128,0
47,41,47,41,19698,19698,0
47,43,47,43,53845,53845,0
47,45,47,45,42719,42719,0
47,47,47,47,42234,42234,0
47,49,47,49,18127,18127,0
47,51,47,51,44684,44684,0
47,53,47,53,54896,54896,0
47,55,47,55,32786,32786,0
47,57,47,57,22629,22629,0
47,59,47,59,75215,75215,0
47,61,47,61,14969,14969,0
47,63,47,63,67064,67064,0
47,65,47,65,357980,357980,0
47,67,47,67,5750,5750,0
47,69,47,69,27928,27928,0
47,71,47,71,27539,27539,0
47,73,47,73,61485,61485,0
47,75,47,75,22203,22203,0
47,77,47,77,30404,30404,0
47,79,47,79,35031,35031,0
47,81,47,81,24377,24377,0
47,83,47,83,8357,8357,0
47,85,47,85,20628,20628,0
47,87,47,87,12575,12575,0
47,89,47,89,52093,52093,0
47,91,47,91,17146,17146,0
47,93,47,93,446403,446403,0
47,95,47,95,5368,5368,0
47,97,47,97,26291,26291,0
47,99,47,99,44311,44311,0
47,101,47,101,12075,12075,0
47,103,47,103,37065,37065,0
47,105,47,105,52605,52605,0
47,107,47,107,55682,55682,0
47,109,47,109,27172,27172,0
47,111,47,111,23334,23334,0
47,113,47,113,104828,104828,0
47,115,47,115,31916,31916,0
47,117,47,117,34204,34204,0
47,119,47,119,88843,88843,0
47,121,47,121,11782,11782,0
47,123,47,123,46435,46435,0
47,125,47,125,166845,166845,0
47,127,47,127,6967,6967,0
47,129,47,129,20973,20973,0
47,131,47,131,36155,36155,0
47,133,47,133,23370,23370,0
47,135,47,135,7987,7987,0
47,137,47,137,5454,5454,0
47,139,47,139,17941,17941,0
47,141,47,141,71169,71169,0
47,143,47,143,32534,32534,0
47,145,47,145,59263,59263,0
47,147,47,147,73071,73071,0
47,149,47,149,269054,269054,0
47,151,47,151,22857,22857,0
47,153,47,153,14410,14410,0
47,155,47,155,92641,92641,0
47,157,47,157,1040685,1040685,0
47,159,47,159,20964,20964,0
47,161,47,161,14211,14211,0
47,163,47,163,174306,174306,0
47,165,47,165,171733,171733,0
47,167,47,167,66432,66432,0
47,169,47,169,8397,8397,0
47,171,47,171,19146,19146,0
47,173,47,173,19081,19081,0
47,175,47,175,5805,5805,0
47,177,47,177,43791,43791,0
47,179,47,179,123991,123991,0
47,181,47,181,15547,15547,0
47,183,47,183,33865,33865,0
47,185,47,185,27694,27694,0
47,187,47,187,185622,185622,0
47,189,47,189,121617,121617,0
48,1,48,1,45964,45964,0
48,3,48,3,15437,15437,0
48,5,48,5,89072,89072,0
48,7,48,7,22172,22172,0
48,9,48,9,9168,9168,0
48,11,48,11,2101,2101,0
48,13,48,13,45565,45565,0
48,15,48,15,29407,29407,0
48,17,48,17,6989,6989,0
48,19,48,19,19077,19077,0
48,21,48,21,68210,68210,0
48,23,48,23,3709,3709,0
48,25,48,25,25179,25179,0
48,27,48,27,293189,293189,0
48,29,48,29,1739337,1739337,0
48,31,48,31,9591,9591,0
48,33,48,33,-2,-2,0
48,35,48,35,17409,17409,0
48,37,48,37,94444,94444,0
48,39,48,39,309334,309334,0
48,41,48,41,143974,143974,0
48,43,48,43,8669,8669,0
48,45,48,45,1669,1669,0
48,47,48,47,8109,8109,0
48,49,48,49,37697,37697,0
48,51,48,51,17702,17702,0
48,53,48,53,42033,42033,0
48,55,48,55,35047,35047,0
48,57,48,57,21897,21897,0
48,59,48,59,13842,13842,0
48,61,48,61,402759,402759,0
48,63,48,63,12989,12989,0
48,65,48,65,6348,6348,0
48,67,48,67,32393,32393,0
48,69,48,69,7542,7542,0
48,71,48,71,34708,34708,0
48,73,48,73,49605,49605,0
48,75,48,75,6030,6030,0
48,77,48,77,11155,11155,0
48,79,48,79,3435,3435,0
48,81,48,81,3386,3386,0
48,83,48,83,8420,8420,0
48,85,48,85,744741,744741,0
48,87,48,87,2998,2998,0
48,89,48,89,22165,22165,0
48,91,48,91,109431,109431,0
48,93,48,93,13531,13531,0
48,95,48,95,2544,2544,0
48,97,48,97,40498,40498,0
48,99,48,99,59729,59729,0
48,101,48,101,1653,1653,0
48,103,48,103,4665,4665,0
48,105,48,105,4135,4135,0
48,107,48,107,6314,6314,0
48,109,48,109,2731,2731,0
48,111,48,111,6790,6790,0
48,113,48,113,2409497,2409497,0
48,115,48,115,12938,12938,0
48,117,48,117,20734,20734,0
48,119,48,119,4988,4988,0
48,121,48,121,629656,629656,0
48,123,48,123,19413,19413,0
48,125,48,125,1989,1989,0
48,127,48,127,9862,9862,0
48,129,48,129,3407,3407,0
48,131,48,131,11958,11958,0
48,133,48,133,17915,17915,0
48,135,48,135,144445,144445,0
48,137,48,137,2083,2083,0
48,139,48,139,152671,152671,0
48,141,48,141,845003,845003,0
48,143,48,143,31920,31920,0
48,145,48,145,15382,15382,0
48,147,48,147,31769,31769,0
48,149,48,149,24722,24722,0
48,151,48,151,3895,3895,0
48,153,48,153,7206,7206,0
48,155,48,155,1416,1416,0
48,157,48,157,537554,537554,0
48,159,48,159,11045,11045,0
48,161,48,161,18389,18389,0
48,163,48,163,14348,14348,0
48,165,48,165,16664,16664,0
48,167,48,167,301292,301292,0
48,169,48,169,4393,4393,0
48,171,48,171,24689,24689,0
48,173,48,173,1320,1320,0
48,175,48,175,7104,7104,0
48,177,48,177,19782,19782,0
48,179,48,179,22895,22895,0
48,181,48,181,124396,124396,0
48,183,48,183,130194,130194,0
48,185,48,185,24170,24170,0
48,187,48,187,127409,127409,0
48,189,48,189,36769,36769,0
48,191,48,191,3212,3212,0
48,193,48,193,8503,8503,0
48,195,48,195,5778,5778,0
48,197,48,197,4240,4240,0
48,199,48,199,55950,55950,0
48,201,48,201,4057669,4057669,0
48,203,48,203,67241,67241,0
48,205,48,205,3990,3990,0
48,207,48,207,5552,5552,0
48,209,48,209,128415,128415,0
48,211,48,211,3815,3815,0
48,213,48,213,74503,74503,0
48,215,48,215,718398,718398,0
48,217,48,217,34603,34603,0
48,219,48,219,24254,24254,0
48,221,48,221,49168,49168,0
48,223,48,223,36163,36163,0
48,225,48,225,20283,20283,0
48,227,48,227,30418,30418,0
48,229,48,229,3446,3446,0
48,231,48,231,83250,83250,0
48,233,48,233,24640,24640,0
48,235,48,235,1646,1646,0
48,237,48,237,7829,7829,0
48,239,48,239,15510,15510,0
48,241,48,241,35695,35695,0
48,243,48,243,2214,2214,0
48,245,48,245,255238,255238,0
48,247,48,247,5343,5343,0
48,249,48,249,43911,43911,0
48,251,48,251,154279,154279,0
48,253,48,253,15676,15676,0
48,255,48,255,12631,12631,0
48,257,48,257,103375,103375,0
48,259,48,259,33630,33630,0
48,261,48,261,384,384,0
48,263,48,263,792,792,0
48,265,48,265,49810,49810,0
48,267,48,267,4587,4587,0
48,269,48,269,-2,-2,0
48,271,48,271,3229,3229,0
48,273,48,273,30097,30097,0
48,275,48,275,3795,3795,0
48,277,48,277,52187,52187,0
48,279,48,279,14769,14769,0
48,281,48,281,19937,19937,0
48,283,48,283,5714,5714,0
48,285,48,285,21316,21316,0
48,287,48,287,16927,16927,0
48,289,48,289,17272,17272,0
48,291,48,291,70624,70624,0
48,293,48,293,21824,21824,0
48,295,48,295,3228,3228,0
48,297,48,297,9231,9231,0
48,299,48,299,16552,16552,0
48,301,48,301,-2,-2,0
48,303,48,303,260339,260339,0
48,305,48,305,6373,6373,0
48,307,48,307,8325,8325,0
48,309,48,309,230752,230752,0
48,311,48,311,848,848,0
48,313,48,313,11046,11046,0
48,315,48,315,9443,9443,0
48,317,48,317,4608,4608,0
48,319,48,319,3689,3689,0
48,321,48,321,38394,38394,0
48,323,48,323,62756,62756,0
48,325,48,325,43621,43621,0
48,327,48,327,2117,2117,0
48,329,48,329,137411,137411,0
48,331,48,331,25516,25516,0
48,333,48,333,4748,4748,0
48,335,48,335,7043,7043,0
48,337,48,337,20263,20263,0
48,339,48,339,412846,412846,0
48,341,48,341,21896,21896,0
48,343,48,343,14351,14351,0
48,345,48,345,1130,1130,0
48,347,48,347,56610,56610,0
48,349,48,349,48694,48694,0
48,351,48,351,11424,11424,0
48,353,48,353,15775,15775,0
48,355,48,355,341699,341699,0
48,357,48,357,10538,10538,0
48,359,48,359,2021,2021,0
48,361,48,361,90949,90949,0
48,363,48,363,27542,27542,0
48,365,48,365,25001,25001,0
48,367,48,367,110862,110862,0
48,369,48,369,10820,10820,0
48,371,48,371,13963,13963,0
48,373,48,373,54111,54111,0
48,375,48,375,115330,115330,0
48,377,48,377,10701,10701,0
48,379,48,379,9419,9419,0
48,381,48,381,120730,120730,0
48,383,48,383,3754,3754,0
48,385,48,385,3122,3122,0
48,387,48,387,13428,13428,0
48,389,48,389,11503,11503,0
48,391,48,391,8188,8188,0
48,393,48,393,870,870,0
48,395,48,395,16572,16572,0
48,397,48,397,74092,74092,0
48,399,48,399,11308,11308,0
48,401,48,401,48659,48659,0
48,403,48,403,10310,10310,0
48,405,48,405,8618,8618,0
48,407,48,407,22689,22689,0
48,409,48,409,73562,73562,0
48,411,48,411,5448,5448,0
48,413,48,413,3206,3206,0
48,415,48,415,16350,16350,0
48,417,48,417,3434,3434,0
48,419,48,419,25168,25168,0
48,421,48,421,2707,2707,0
48,423,48,423,210236,210236,0
48,425,48,425,7900,7900,0
48,427,48,427,65310,65310,0
48,429,48,429,8760,8760,0
48,431,48,431,1122,1122,0
48,433,48,433,1546,1546,0
48,435,48,435,5096,5096,0
48,437,48,437,7705,7705,0
48,439,48,439,1852799,1852799,0
48,441,48,441,134940,134940,0
48,443,48,443,876,876,0
48,445,48,445,11964,11964,0
48,447,48,447,1574,1574,0
48,449,48,449,31507,31507,0
48,451,48,451,112569,112569,0
48,453,48,453,925675,925675,0
48,455,48,455,13448,13448,0
48,457,48,457,18732,18732,0
48,459,48,459,36944,36944,0
48,461,48,461,3316,3316,0
48,463,48,463,28800,28800,0
48,465,48,465,52968,52968,0
48,467,48,467,51032,51032,0
48,469,48,469,94948,94948,0
48,471,48,471,45621,45621,0
48,473,48,473,34252,34252,0
48,475,48,475,11260,11260,0
48,477,48,477,33825,33825,0
48,479,48,479,260667,260667,0
48,481,48,481,45698,45698,0
48,483,48,483,5492,5492,0
48,485,48,485,129183,129183,0
48,487,48,487,14049,14049,0
48,489,48,489,19968,19968,0
48,491,48,491,390667,390667,0
48,493,48,493,42218,42218,0
48,495,48,495,7379,7379,0
48,497,48,497,57409,57409,0
48,499,48,499,40678,40678,0
48,501,48,501,8738,8738,0
48,503,48,503,18829,18829,0
48,505,48,505,13104,13104,0
48,507,48,507,11542,11542,0
49,1,49,1,6926,6926,0
49,3,49,3,55854,55854,0
49,5,49,5,110875,110875,0
49,7,49,7,22195,22195,0
49,9,49,9,858,858,0
49,11,49,11,325536,325536,0
49,13,49,13,18103,18103,0
49,15,49,15,11711,11711,0
49,17,49,17,4992,4992,0
49,19,49,19,9607,9607,0
49,21,49,21,41676,41676,0
49,23,49,23,10202,10202,0
49,25,49,25,6565,6565,0
49,27,49,27,13396,13396,0
49,29,49,29,10084,10084,0
